transaction_id,month,customer_id,customer_name,segment,product_id,product_name,family,supplier,units,unit_price,unit_cost,revenue,direct_cost,gross_profit,cts,contribution,order_lines,picks,setups,billing_delay_days,terms_days,days_late,promo_flag
A000091,2024-08-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,1,1100,250,1100,250,850,60.5,789.5,1,1,0,2,30,5,False
A000092,2024-08-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,1,1100,280,1100,280,820,60.5,759.5,2,2,0,2,30,5,False
A000093,2024-08-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,1,1100,310,1100,310,790,60.5,729.5,3,3,0,2,30,5,False
A000094,2024-08-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,1,1200,250,1200,250,950,66.0,884.0,1,1,0,2,30,6,False
A000095,2024-08-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,1,1200,280,1200,280,920,66.0,854.0,2,2,0,2,30,6,False
A000096,2024-08-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,1,1200,310,1200,310,890,66.0,824.0,3,3,0,2,30,6,False
A000097,2024-09-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,3,900,250,2700,750,1950,94.5,1855.5,1,1,0,2,30,3,False
A000098,2024-09-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,3,900,280,2700,840,1860,94.5,1765.5,2,2,0,2,30,3,False
A000099,2024-09-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,3,900,310,2700,930,1770,94.5,1675.5,3,3,0,2,30,3,False
A000100,2024-09-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,1,1000,250,1000,250,750,55.0,695.0,1,1,0,2,30,4,False
A000101,2024-09-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,1,1000,280,1000,280,720,55.0,665.0,2,2,0,2,30,4,False
A000102,2024-09-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,1,1000,310,1000,310,690,55.0,635.0,3,3,0,2,30,4,False
A000103,2024-09-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,1,1100,250,1100,250,850,60.5,789.5,1,1,0,2,30,5,False
A000104,2024-09-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,1,1100,280,1100,280,820,60.5,759.5,2,2,0,2,30,5,False
A000105,2024-09-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,1,1100,310,1100,310,790,60.5,729.5,3,3,0,2,30,5,False
A000106,2024-09-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,1,1200,250,1200,250,950,66.0,884.0,1,1,0,2,30,6,False
A000107,2024-09-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,1,1200,280,1200,280,920,66.0,854.0,2,2,0,2,30,6,False
A000108,2024-09-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,1,1200,310,1200,310,890,66.0,824.0,3,3,0,2,30,6,False
A000109,2024-10-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,3,900,250,2700,750,1950,94.5,1855.5,1,1,0,2,30,3,False
A000110,2024-10-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,3,900,280,2700,840,1860,94.5,1765.5,2,2,0,2,30,3,False
A000111,2024-10-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,3,900,310,2700,930,1770,94.5,1675.5,3,3,0,2,30,3,False
A000112,2024-10-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,1,1000,250,1000,250,750,55.0,695.0,1,1,0,2,30,4,False
A000113,2024-10-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,1,1000,280,1000,280,720,55.0,665.0,2,2,0,2,30,4,False
A000114,2024-10-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,1,1000,310,1000,310,690,55.0,635.0,3,3,0,2,30,4,False
A000115,2024-10-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,1,1100,250,1100,250,850,60.5,789.5,1,1,0,2,30,5,False
A000116,2024-10-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,1,1100,280,1100,280,820,60.5,759.5,2,2,0,2,30,5,False
A000117,2024-10-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,1,1100,310,1100,310,790,60.5,729.5,3,3,0,2,30,5,False
A000118,2024-10-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,1,1200,250,1200,250,950,66.0,884.0,1,1,0,2,30,6,False
A000119,2024-10-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,1,1200,280,1200,280,920,66.0,854.0,2,2,0,2,30,6,False
A000120,2024-10-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,1,1200,310,1200,310,890,66.0,824.0,3,3,0,2,30,6,False
A000121,2024-11-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,3,900,250,2700,750,1950,94.5,1855.5,1,1,0,2,30,3,False
A000122,2024-11-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,3,900,280,2700,840,1860,94.5,1765.5,2,2,0,2,30,3,False
A000123,2024-11-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,3,900,310,2700,930,1770,94.5,1675.5,3,3,0,2,30,3,False
A000124,2024-11-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,1,1000,250,1000,250,750,55.0,695.0,1,1,0,2,30,4,False
A000125,2024-11-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,1,1000,280,1000,280,720,55.0,665.0,2,2,0,2,30,4,False
A000126,2024-11-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,1,1000,310,1000,310,690,55.0,635.0,3,3,0,2,30,4,False
A000127,2024-11-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,1,1100,250,1100,250,850,60.5,789.5,1,1,0,2,30,5,False
A000128,2024-11-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,1,1100,280,1100,280,820,60.5,759.5,2,2,0,2,30,5,False
A000129,2024-11-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,1,1100,310,1100,310,790,60.5,729.5,3,3,0,2,30,5,False
A000130,2024-11-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,1,1200,250,1200,250,950,66.0,884.0,1,1,0,2,30,6,False
A000131,2024-11-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,1,1200,280,1200,280,920,66.0,854.0,2,2,0,2,30,6,False
A000132,2024-11-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,1,1200,310,1200,310,890,66.0,824.0,3,3,0,2,30,6,False
A000133,2024-12-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,3,900,250,2700,750,1950,94.5,1855.5,1,1,0,2,30,3,False
A000134,2024-12-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,3,900,280,2700,840,1860,94.5,1765.5,2,2,0,2,30,3,False
A000135,2024-12-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,3,900,310,2700,930,1770,94.5,1675.5,3,3,0,2,30,3,False
A000136,2024-12-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,1,1000,250,1000,250,750,55.0,695.0,1,1,0,2,30,4,False
A000137,2024-12-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,1,1000,280,1000,280,720,55.0,665.0,2,2,0,2,30,4,False
A000138,2024-12-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,1,1000,310,1000,310,690,55.0,635.0,3,3,0,2,30,4,False
A000139,2024-12-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,1,1100,250,1100,250,850,60.5,789.5,1,1,0,2,30,5,False
A000140,2024-12-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,1,1100,280,1100,280,820,60.5,759.5,2,2,0,2,30,5,False
A000141,2024-12-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,1,1100,310,1100,310,790,60.5,729.5,3,3,0,2,30,5,False
A000142,2024-12-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,1,1200,250,1200,250,950,66.0,884.0,1,1,0,2,30,6,False
A000143,2024-12-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,1,1200,280,1200,280,920,66.0,854.0,2,2,0,2,30,6,False
A000144,2024-12-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,1,1200,310,1200,310,890,66.0,824.0,3,3,0,2,30,6,False
A000145,2025-01-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,3,900,250,2700,750,1950,94.5,1855.5,1,1,0,2,30,3,False
A000146,2025-01-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,3,900,280,2700,840,1860,94.5,1765.5,2,2,0,2,30,3,False
A000147,2025-01-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,3,900,310,2700,930,1770,94.5,1675.5,3,3,0,2,30,3,False
A000148,2025-01-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,1,1000,250,1000,250,750,55.0,695.0,1,1,0,2,30,4,False
A000149,2025-01-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,1,1000,280,1000,280,720,55.0,665.0,2,2,0,2,30,4,False
A000150,2025-01-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,1,1000,310,1000,310,690,55.0,635.0,3,3,0,2,30,4,False
A000151,2025-01-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,1,1100,250,1100,250,850,60.5,789.5,1,1,0,2,30,5,False
A000152,2025-01-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,1,1100,280,1100,280,820,60.5,759.5,2,2,0,2,30,5,False
A000153,2025-01-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,1,1100,310,1100,310,790,60.5,729.5,3,3,0,2,30,5,False
A000154,2025-01-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,1,1200,250,1200,250,950,66.0,884.0,1,1,0,2,30,22,False
A000155,2025-01-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,1,1200,280,1200,280,920,66.0,854.0,2,2,0,2,30,22,False
A000156,2025-01-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,1,1200,310,1200,310,890,66.0,824.0,3,3,0,2,30,22,False
A000157,2025-01-01,C5,New Client,SME,P1,Core A,Core,SUP1,1,1300,250,1300,250,1050,71.5,978.5,1,1,0,2,30,7,False
A000158,2025-01-01,C5,New Client,SME,P2,Core B,Core,SUP2,1,1300,280,1300,280,1020,71.5,948.5,2,2,0,2,30,7,False
A000159,2025-01-01,C5,New Client,SME,P3,Premium,Premium,SUP1,1,1300,310,1300,310,990,71.5,918.5,3,3,0,2,30,7,False
A000160,2025-02-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,3,900,250,2700,750,1950,94.5,1855.5,1,1,0,2,30,3,False
A000161,2025-02-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,3,900,280,2700,840,1860,94.5,1765.5,2,2,0,2,30,3,False
A000162,2025-02-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,3,900,310,2700,930,1770,94.5,1675.5,3,3,0,2,30,3,False
A000163,2025-02-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,1,1000,250,1000,250,750,55.0,695.0,1,1,0,2,30,4,False
A000164,2025-02-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,1,1000,280,1000,280,720,55.0,665.0,2,2,0,2,30,4,False
A000165,2025-02-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,1,1000,310,1000,310,690,55.0,635.0,3,3,0,2,30,4,False
A000166,2025-02-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,1,1100,250,1100,250,850,60.5,789.5,1,1,0,2,30,5,False
A000167,2025-02-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,1,1100,280,1100,280,820,60.5,759.5,2,2,0,2,30,5,False
A000168,2025-02-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,1,1100,310,1100,310,790,60.5,729.5,3,3,0,2,30,5,False
A000169,2025-02-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,1,1200,250,1200,250,950,66.0,884.0,1,1,0,2,30,22,False
A000170,2025-02-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,1,1200,280,1200,280,920,66.0,854.0,2,2,0,2,30,22,False
A000171,2025-02-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,1,1200,310,1200,310,890,66.0,824.0,3,3,0,2,30,22,False
A000172,2025-02-01,C5,New Client,SME,P1,Core A,Core,SUP1,1,1300,250,1300,250,1050,71.5,978.5,1,1,0,2,30,7,False
A000173,2025-02-01,C5,New Client,SME,P2,Core B,Core,SUP2,1,1300,280,1300,280,1020,71.5,948.5,2,2,0,2,30,7,False
A000174,2025-02-01,C5,New Client,SME,P3,Premium,Premium,SUP1,1,1300,310,1300,310,990,71.5,918.5,3,3,0,2,30,7,False
A000175,2025-03-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,3,900,250,2700,750,1950,94.5,1855.5,1,1,0,2,30,3,False
A000176,2025-03-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,3,900,280,2700,840,1860,94.5,1765.5,2,2,0,2,30,3,False
A000177,2025-03-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,3,900,310,2700,930,1770,94.5,1675.5,3,3,0,2,30,3,False
A000178,2025-03-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,1,1000,250,1000,250,750,55.0,695.0,1,1,0,2,30,4,False
A000179,2025-03-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,1,1000,280,1000,280,720,55.0,665.0,2,2,0,2,30,4,False
A000180,2025-03-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,1,1000,310,1000,310,690,55.0,635.0,3,3,0,2,30,4,False
