transaction_id,month,customer_id,customer_name,segment,product_id,product_name,family,supplier,units,unit_price,unit_cost,revenue,direct_cost,gross_profit,cts,contribution,order_lines,picks,setups,billing_delay_days,terms_days,days_late,promo_flag
A000180,2025-03-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,17,150,96,2550,1632,918,140.25,777.75,3,3,0,2,30,4,False
A000181,2025-03-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,16,100,60,1600,960,640,88.0,552.0,1,1,0,2,30,5,False
A000182,2025-03-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,18,125,78,2250,1404,846,123.75,722.25,2,2,0,2,30,5,False
A000183,2025-03-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,20,150,96,3000,1920,1080,165.0,915.0,3,3,0,2,30,5,False
A000184,2025-03-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,19,100,60,1900,1140,760,104.5,655.5,1,1,0,2,30,22,False
A000185,2025-03-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,21,125,78,2625,1638,987,144.38,842.62,2,2,0,2,30,22,False
A000186,2025-03-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,23,150,96,3450,2208,1242,189.75,1052.25,3,3,0,2,30,22,False
A000187,2025-03-01,C5,New Client,SME,P1,Core A,Core,SUP1,22,100,60,2200,1320,880,121.0,759.0,1,1,0,2,30,7,False
A000188,2025-03-01,C5,New Client,SME,P2,Core B,Core,SUP2,24,125,78,3000,1872,1128,165.0,963.0,2,2,0,2,30,7,False
A000189,2025-03-01,C5,New Client,SME,P3,Premium,Premium,SUP1,26,150,96,3900,2496,1404,214.5,1189.5,3,3,0,2,30,7,False
A000190,2025-04-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,30,100,60,3000,1800,1200,105.0,1095.0,1,1,0,2,30,3,False
A000191,2025-04-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,36,125,78,4500,2808,1692,157.5,1534.5,2,2,0,2,30,3,False
A000192,2025-04-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,42,150,96,6300,4032,2268,220.5,2047.5,3,3,0,2,30,3,False
A000193,2025-04-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,13,100,60,1300,780,520,71.5,448.5,1,1,0,2,30,4,False
A000194,2025-04-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,15,125,78,1875,1170,705,103.12,601.88,2,2,0,2,30,4,False
A000195,2025-04-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,17,150,96,2550,1632,918,140.25,777.75,3,3,0,2,30,4,False
A000196,2025-04-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,16,100,60,1600,960,640,88.0,552.0,1,1,0,2,30,5,False
A000197,2025-04-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,18,125,78,2250,1404,846,123.75,722.25,2,2,0,2,30,5,False
A000198,2025-04-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,20,150,96,3000,1920,1080,165.0,915.0,3,3,0,2,30,5,False
A000199,2025-04-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,19,100,60,1900,1140,760,104.5,655.5,1,1,0,2,30,22,False
A000200,2025-04-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,21,125,78,2625,1638,987,144.38,842.62,2,2,0,2,30,22,False
A000201,2025-04-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,23,150,96,3450,2208,1242,189.75,1052.25,3,3,0,2,30,22,False
A000202,2025-04-01,C5,New Client,SME,P1,Core A,Core,SUP1,22,100,60,2200,1320,880,121.0,759.0,1,1,0,2,30,7,False
A000203,2025-04-01,C5,New Client,SME,P2,Core B,Core,SUP2,24,125,78,3000,1872,1128,165.0,963.0,2,2,0,2,30,7,False
A000204,2025-04-01,C5,New Client,SME,P3,Premium,Premium,SUP1,26,150,96,3900,2496,1404,214.5,1189.5,3,3,0,2,30,7,False
A000205,2025-05-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,30,100,60,3000,1800,1200,105.0,1095.0,1,1,0,2,30,3,False
A000206,2025-05-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,36,125,78,4500,2808,1692,157.5,1534.5,2,2,0,2,30,3,False
A000207,2025-05-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,42,150,96,6300,4032,2268,220.5,2047.5,3,3,0,2,30,3,False
A000208,2025-05-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,13,100,60,1300,780,520,71.5,448.5,1,1,0,2,30,4,False
A000209,2025-05-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,15,125,78,1875,1170,705,103.12,601.88,2,2,0,2,30,4,False
A000210,2025-05-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,17,150,96,2550,1632,918,140.25,777.75,3,3,0,2,30,4,False
A000211,2025-05-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,16,100,60,1600,960,640,88.0,552.0,1,1,0,2,30,5,False
A000212,2025-05-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,18,125,78,2250,1404,846,123.75,722.25,2,2,0,2,30,5,False
A000213,2025-05-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,20,150,96,3000,1920,1080,165.0,915.0,3,3,0,2,30,5,False
A000214,2025-05-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,19,100,60,1900,1140,760,104.5,655.5,1,1,0,2,30,22,False
A000215,2025-05-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,21,125,78,2625,1638,987,144.38,842.62,2,2,0,2,30,22,False
A000216,2025-05-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,23,150,96,3450,2208,1242,189.75,1052.25,3,3,0,2,30,22,False
A000217,2025-05-01,C5,New Client,SME,P1,Core A,Core,SUP1,22,100,60,2200,1320,880,121.0,759.0,1,1,0,2,30,7,False
A000218,2025-05-01,C5,New Client,SME,P2,Core B,Core,SUP2,24,125,78,3000,1872,1128,165.0,963.0,2,2,0,2,30,7,False
A000219,2025-05-01,C5,New Client,SME,P3,Premium,Premium,SUP1,26,150,96,3900,2496,1404,214.5,1189.5,3,3,0,2,30,7,False
A000220,2025-06-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,30,100,60,3000,1800,1200,105.0,1095.0,1,1,0,2,30,3,False
A000221,2025-06-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,36,125,78,4500,2808,1692,157.5,1534.5,2,2,0,2,30,3,False
A000222,2025-06-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,42,150,96,6300,4032,2268,220.5,2047.5,3,3,0,2,30,3,False
A000223,2025-06-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,13,100,60,1300,780,520,71.5,448.5,1,1,0,2,30,4,False
A000224,2025-06-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,15,125,78,1875,1170,705,103.12,601.88,2,2,0,2,30,4,False
A000225,2025-06-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,17,150,96,2550,1632,918,140.25,777.75,3,3,0,2,30,4,False
A000226,2025-06-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,16,100,60,1600,960,640,88.0,552.0,1,1,0,2,30,5,False
A000227,2025-06-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,18,125,78,2250,1404,846,123.75,722.25,2,2,0,2,30,5,False
A000228,2025-06-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,20,150,96,3000,1920,1080,165.0,915.0,3,3,0,2,30,5,False
A000229,2025-06-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,19,100,60,1900,1140,760,104.5,655.5,1,1,0,2,30,22,False
A000230,2025-06-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,21,125,78,2625,1638,987,144.38,842.62,2,2,0,2,30,22,False
A000231,2025-06-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,23,150,96,3450,2208,1242,189.75,1052.25,3,3,0,2,30,22,False
A000232,2025-06-01,C5,New Client,SME,P1,Core A,Core,SUP1,22,100,60,2200,1320,880,121.0,759.0,1,1,0,2,30,7,False
A000233,2025-06-01,C5,New Client,SME,P2,Core B,Core,SUP2,24,125,78,3000,1872,1128,165.0,963.0,2,2,0,2,30,7,False
A000234,2025-06-01,C5,New Client,SME,P3,Premium,Premium,SUP1,26,150,96,3900,2496,1404,214.5,1189.5,3,3,0,2,30,7,False
A000235,2025-07-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,30,100,60,3000,1800,1200,105.0,1095.0,1,1,0,2,30,3,False
A000236,2025-07-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,36,131.25,92.04,4725.0,3313.44,1411.56,165.38,1246.18,2,2,0,2,30,3,False
A000237,2025-07-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,42,150,96,6300,4032,2268,220.5,2047.5,3,3,0,2,30,3,False
A000238,2025-07-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,13,100,60,1300,780,520,71.5,448.5,1,1,0,2,30,4,False
A000239,2025-07-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,15,131.25,92.04,1968.75,1380.6,588.15,108.28,479.87,2,2,0,2,30,4,False
A000240,2025-07-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,17,150,96,2550,1632,918,140.25,777.75,3,3,0,2,30,4,False
A000241,2025-07-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,16,100,60,1600,960,640,88.0,552.0,1,1,0,2,30,5,False
A000242,2025-07-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,18,131.25,92.04,2362.5,1656.72,705.78,129.94,575.84,2,2,0,2,30,5,False
A000243,2025-07-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,20,150,96,3000,1920,1080,165.0,915.0,3,3,0,2,30,5,False
A000244,2025-07-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,6,100,60,600,360,240,33.0,207.0,1,1,0,2,30,22,False
A000245,2025-07-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,7,131.25,92.04,918.75,644.28,274.47,50.53,223.94,2,2,0,2,30,22,False
A000246,2025-07-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,8,150,96,1200,768,432,66.0,366.0,3,3,0,2,30,22,False
A000247,2025-07-01,C5,New Client,SME,P1,Core A,Core,SUP1,22,100,60,2200,1320,880,121.0,759.0,1,1,0,2,30,7,False
A000248,2025-07-01,C5,New Client,SME,P2,Core B,Core,SUP2,24,131.25,92.04,3150.0,2208.96,941.04,173.25,767.79,2,2,0,2,30,7,False
A000249,2025-07-01,C5,New Client,SME,P3,Premium,Premium,SUP1,26,150,96,3900,2496,1404,214.5,1189.5,3,3,0,2,30,7,False
A000250,2025-08-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,30,100,60,3000,1800,1200,105.0,1095.0,1,1,0,2,30,3,False
A000251,2025-08-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,36,131.25,92.04,4725.0,3313.44,1411.56,165.38,1246.18,2,2,0,2,30,3,False
A000252,2025-08-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,42,150,96,6300,4032,2268,220.5,2047.5,3,3,0,2,30,3,False
A000253,2025-08-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,13,100,60,1300,780,520,71.5,448.5,1,1,0,2,30,4,False
A000254,2025-08-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,15,131.25,92.04,1968.75,1380.6,588.15,108.28,479.87,2,2,0,2,30,4,False
A000255,2025-08-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,17,150,96,2550,1632,918,140.25,777.75,3,3,0,2,30,4,False
A000256,2025-08-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,16,100,60,1600,960,640,88.0,552.0,1,1,0,2,30,5,False
A000257,2025-08-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,18,131.25,92.04,2362.5,1656.72,705.78,129.94,575.84,2,2,0,2,30,5,False
A000258,2025-08-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,20,150,96,3000,1920,1080,165.0,915.0,3,3,0,2,30,5,False
A000259,2025-08-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,6,100,60,600,360,240,33.0,207.0,1,1,0,2,30,22,False
A000260,2025-08-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,7,131.25,92.04,918.75,644.28,274.47,50.53,223.94,2,2,0,2,30,22,False
A000261,2025-08-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,8,150,96,1200,768,432,66.0,366.0,3,3,0,2,30,22,False
A000262,2025-08-01,C5,New Client,SME,P1,Core A,Core,SUP1,22,100,60,2200,1320,880,121.0,759.0,1,1,0,2,30,7,False
A000263,2025-08-01,C5,New Client,SME,P2,Core B,Core,SUP2,24,131.25,92.04,3150.0,2208.96,941.04,173.25,767.79,2,2,0,2,30,7,False
A000264,2025-08-01,C5,New Client,SME,P3,Premium,Premium,SUP1,26,150,96,3900,2496,1404,214.5,1189.5,3,3,0,2,30,7,False
A000265,2025-09-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,30,100,60,3000,1800,1200,105.0,1095.0,1,1,0,2,30,3,False
A000266,2025-09-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,36,131.25,92.04,4725.0,3313.44,1411.56,165.38,1246.18,2,2,0,2,30,3,False
A000267,2025-09-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,42,150,96,6300,4032,2268,220.5,2047.5,3,3,0,2,30,3,False
A000268,2025-09-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,13,100,60,1300,780,520,71.5,448.5,1,1,0,2,30,4,False
A000269,2025-09-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,15,131.25,92.04,1968.75,1380.6,588.15,108.28,479.87,2,2,0,2,30,4,False
A000270,2025-09-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,17,150,96,2550,1632,918,140.25,777.75,3,3,0,2,30,4,False
A000271,2025-09-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,16,100,60,1600,960,640,88.0,552.0,1,1,0,2,30,5,False
A000272,2025-09-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,18,131.25,92.04,2362.5,1656.72,705.78,129.94,575.84,2,2,0,2,30,5,False
A000273,2025-09-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,20,150,96,3000,1920,1080,165.0,915.0,3,3,0,2,30,5,False
A000274,2025-09-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,6,100,60,600,360,240,33.0,207.0,1,1,0,2,30,22,False
A000275,2025-09-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,7,131.25,92.04,918.75,644.28,274.47,50.53,223.94,2,2,0,2,30,22,False
A000276,2025-09-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,8,150,96,1200,768,432,66.0,366.0,3,3,0,2,30,22,False
A000277,2025-09-01,C5,New Client,SME,P1,Core A,Core,SUP1,22,100,60,2200,1320,880,121.0,759.0,1,1,0,2,30,7,False
A000278,2025-09-01,C5,New Client,SME,P2,Core B,Core,SUP2,24,131.25,92.04,3150.0,2208.96,941.04,173.25,767.79,2,2,0,2,30,7,False
A000279,2025-09-01,C5,New Client,SME,P3,Premium,Premium,SUP1,26,150,96,3900,2496,1404,214.5,1189.5,3,3,0,2,30,7,False
A000280,2025-10-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,30,100,60,3000,1800,1200,105.0,1095.0,1,1,0,2,30,3,False
A000281,2025-10-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,36,131.25,92.04,4725.0,3313.44,1411.56,165.38,1246.18,2,2,0,2,30,3,False
A000282,2025-10-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,42,150,96,6300,4032,2268,220.5,2047.5,3,3,0,2,30,3,False
A000283,2025-10-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,13,100,60,1300,780,520,71.5,448.5,1,1,0,2,30,4,False
A000284,2025-10-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,15,131.25,92.04,1968.75,1380.6,588.15,108.28,479.87,2,2,0,2,30,4,False
A000285,2025-10-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,17,150,96,2550,1632,918,140.25,777.75,3,3,0,2,30,4,False
A000286,2025-10-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,16,100,60,1600,960,640,88.0,552.0,1,1,0,2,30,5,False
A000287,2025-10-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,18,131.25,92.04,2362.5,1656.72,705.78,129.94,575.84,2,2,0,2,30,5,False
A000288,2025-10-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,20,150,96,3000,1920,1080,165.0,915.0,3,3,0,2,30,5,False
A000289,2025-10-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,6,100,60,600,360,240,33.0,207.0,1,1,0,2,30,22,False
A000290,2025-10-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,7,131.25,92.04,918.75,644.28,274.47,50.53,223.94,2,2,0,2,30,22,False
A000291,2025-10-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,8,150,96,1200,768,432,66.0,366.0,3,3,0,2,30,22,False
A000292,2025-10-01,C5,New Client,SME,P1,Core A,Core,SUP1,22,100,60,2200,1320,880,121.0,759.0,1,1,0,2,30,7,False
A000293,2025-10-01,C5,New Client,SME,P2,Core B,Core,SUP2,24,131.25,92.04,3150.0,2208.96,941.04,173.25,767.79,2,2,0,2,30,7,False
A000294,2025-10-01,C5,New Client,SME,P3,Premium,Premium,SUP1,26,150,96,3900,2496,1404,214.5,1189.5,3,3,0,2,30,7,False
A000295,2025-11-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,30,100,60,3000,1800,1200,105.0,1095.0,1,1,0,2,30,3,False
A000296,2025-11-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,36,131.25,92.04,4725.0,3313.44,1411.56,165.38,1246.18,2,2,0,2,30,3,False
A000297,2025-11-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,42,150,96,6300,4032,2268,220.5,2047.5,3,3,0,2,30,3,False
A000298,2025-11-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,13,100,60,1300,780,520,71.5,448.5,1,1,0,2,30,4,False
A000299,2025-11-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,15,131.25,92.04,1968.75,1380.6,588.15,108.28,479.87,2,2,0,2,30,4,False
A000300,2025-11-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,17,150,96,2550,1632,918,140.25,777.75,3,3,0,2,30,4,False
A000301,2025-11-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,16,100,60,1600,960,640,88.0,552.0,1,1,0,2,30,5,False
A000302,2025-11-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,18,131.25,92.04,2362.5,1656.72,705.78,129.94,575.84,2,2,0,2,30,5,False
A000303,2025-11-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,20,150,96,3000,1920,1080,165.0,915.0,3,3,0,2,30,5,False
A000304,2025-11-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,6,100,60,600,360,240,33.0,207.0,1,1,0,2,30,22,False
A000305,2025-11-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,7,131.25,92.04,918.75,644.28,274.47,50.53,223.94,2,2,0,2,30,22,False
A000306,2025-11-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,8,150,96,1200,768,432,66.0,366.0,3,3,0,2,30,22,False
A000307,2025-11-01,C5,New Client,SME,P1,Core A,Core,SUP1,22,100,60,2200,1320,880,121.0,759.0,1,1,0,2,30,7,False
A000308,2025-11-01,C5,New Client,SME,P2,Core B,Core,SUP2,24,131.25,92.04,3150.0,2208.96,941.04,173.25,767.79,2,2,0,2,30,7,False
A000309,2025-11-01,C5,New Client,SME,P3,Premium,Premium,SUP1,26,150,96,3900,2496,1404,214.5,1189.5,3,3,0,2,30,7,False
A000310,2025-12-01,C1,Anchor Client,Enterprise,P1,Core A,Core,SUP1,30,100,60,3000,1800,1200,105.0,1095.0,1,1,0,2,30,3,False
A000311,2025-12-01,C1,Anchor Client,Enterprise,P2,Core B,Core,SUP2,36,131.25,92.04,4725.0,3313.44,1411.56,165.38,1246.18,2,2,0,2,30,3,False
A000312,2025-12-01,C1,Anchor Client,Enterprise,P3,Premium,Premium,SUP1,42,150,96,6300,4032,2268,220.5,2047.5,3,3,0,2,30,3,False
A000313,2025-12-01,C2,Growth Client,Mid,P1,Core A,Core,SUP1,13,100,60,1300,780,520,71.5,448.5,1,1,0,2,30,4,False
A000314,2025-12-01,C2,Growth Client,Mid,P2,Core B,Core,SUP2,15,131.25,92.04,1968.75,1380.6,588.15,108.28,479.87,2,2,0,2,30,4,False
A000315,2025-12-01,C2,Growth Client,Mid,P3,Premium,Premium,SUP1,17,150,96,2550,1632,918,140.25,777.75,3,3,0,2,30,4,False
A000316,2025-12-01,C3,Stable Client,SME,P1,Core A,Core,SUP1,16,100,60,1600,960,640,88.0,552.0,1,1,0,2,30,5,False
A000317,2025-12-01,C3,Stable Client,SME,P2,Core B,Core,SUP2,18,131.25,92.04,2362.5,1656.72,705.78,129.94,575.84,2,2,0,2,30,5,False
A000318,2025-12-01,C3,Stable Client,SME,P3,Premium,Premium,SUP1,20,150,96,3000,1920,1080,165.0,915.0,3,3,0,2,30,5,False
A000319,2025-12-01,C4,At Risk Client,Mid,P1,Core A,Core,SUP1,6,100,60,600,360,240,33.0,207.0,1,1,0,2,30,22,False
A000320,2025-12-01,C4,At Risk Client,Mid,P2,Core B,Core,SUP2,7,131.25,92.04,918.75,644.28,274.47,50.53,223.94,2,2,0,2,30,22,False
A000321,2025-12-01,C4,At Risk Client,Mid,P3,Premium,Premium,SUP1,8,150,96,1200,768,432,66.0,366.0,3,3,0,2,30,22,False
A000322,2025-12-01,C5,New Client,SME,P1,Core A,Core,SUP1,22,100,60,2200,1320,880,121.0,759.0,1,1,0,2,30,7,False
A000323,2025-12-01,C5,New Client,SME,P2,Core B,Core,SUP2,24,131.25,92.04,3150.0,2208.96,941.04,173.25,767.79,2,2,0,2,30,7,False
A000324,2025-12-01,C5,New Client,SME,P3,Premium,Premium,SUP1,26,150,96,3900,2496,1404,214.5,1189.5,3,3,0,2,30,7,False
